:ID,company,twitter,name,id,image,:LABEL
339,CINQ ICT,@BoukeNijhuis,Bouke Nijhuis,2804,https://devoxxian-image-thumbnails.s3-eu-west-1.amazonaws.com/profile-9e5004b0-3c9b-44e1-9fc0-39c0354a2a68.jpg,Speaker
340,AWS,@errcraft,James Gosling,57551,https://devoxxian-image-thumbnails.s3-eu-west-1.amazonaws.com/profile-errcraft.jpg,Speaker
341,MongoDB,@joel__lord,Joel Lord,13907,https://devoxxian-image-thumbnails.s3-eu-west-1.amazonaws.com/profile-833fef91-ab60-4b39-a4b9-a8ce2234688a.jpg,Speaker
342,Onto,@simonecasc,Simone Casciaroli,17940,https://devoxxian-image-thumbnails.s3-eu-west-1.amazonaws.com/profile-848dc2ba-9817-4b61-86c3-c7dd3e4b24d8.jpeg,Speaker
343,Eclipse Foundation,@ivar_grimstad,Ivar Grimstad,2559,https://avatars.githubusercontent.com/u/149188?v=4,Speaker
344,Amazon,@yigalatz,Yishai Galatzer,51051,https://devoxxian-image-thumbnails.s3-eu-west-1.amazonaws.com/profile-3fc14c94-4cdb-4992-88b9-aff52e27902a.jpeg,Speaker
345,,@mauricenaftalin,Maurice Naftalin,20053,https://devoxxian-image-thumbnails.s3-eu-west-1.amazonaws.com/profile-7259efee-8c6f-4a92-ae45-6c74eec85dd1.jpg,Speaker
346,Azul,@Speakjava,Simon Ritter,10904,https://devoxxian-image-thumbnails.s3-eu-west-1.amazonaws.com/profile-b7873f00-ac14-446d-95d3-3cce4f96ed58.jpg,Speaker
347,AtomicJar,@piotrprz,Piotr Przybyl,20054,https://devoxxian-image-thumbnails.s3-eu-west-1.amazonaws.com/profile-79137f03-07db-4363-a029-37b25157a407.jpg,Speaker
348,Elastic,@xeraa,Philipp Krenn,20587,https://devoxxian-image-thumbnails.s3-eu-west-1.amazonaws.com/profile-b00c0de6-c54a-42d9-addf-be06ad15c577.jpg,Speaker
349,Gradle,@davinkevin,Kevin Davin,12651,https://devoxxian-image-thumbnails.s3-eu-west-1.amazonaws.com/profile-davinkevin.jpg,Speaker
350,Red Hat,@emmanuelbernard,Emmanuel Bernard,17301,https://devoxxian-image-thumbnails.s3-eu-west-1.amazonaws.com/profile-811483d5-9584-4c86-bfb2-651041083766.jpg,Speaker
351,Red Hat,@clementplop,Clement Escoffier,17303,https://devoxxian-image-thumbnails.s3-eu-west-1.amazonaws.com/profile-7975ccbe-64b8-414f-97f7-b18d43c167fa.jpg,Speaker
352,Red Hat,@gunnarmorling,Gunnar Morling,20089,https://lh3.googleusercontent.com/a-/AOh14GihCBYp1plXFDKfAchzpn7tZkBlhGUg3kD7xvlSjw=s96-c,Speaker
353,JetBrains,@MaritvanDijk77,Marit van Dijk,17923,https://devoxxian-image-thumbnails.s3-eu-west-1.amazonaws.com/profile-8f5c9e82-c327-4729-8529-1eb65661d375.jpeg,Speaker
354,Kaizen Solutions,@DedieuS,Sylvain Dedieu,13902,https://lh3.googleusercontent.com/a-/AOh14GjZ5GpOJwI6-VM_BJNXMkXfqv_kkKnu7CeFTWc92Q=s96-c,Speaker
355,Form3,@yonlabs,Patrycja Wegrzynowicz,12654,https://devoxxian-image-thumbnails.s3-eu-west-1.amazonaws.com/profile-7f5ddeb2-551d-444f-b6d2-9e5e2a483348.png,Speaker
356,ABNAMRO,@EddyVos_EVCS,Eddy Vos,11605,https://devoxxian-image-thumbnails.s3-eu-west-1.amazonaws.com/profile-a8b775c0-4e41-4cbe-ab8f-2e55dea3cd8c.jpg,Speaker
357,CRV,,Pepijn Schildkamp,61401,https://devoxxian-image-thumbnails.s3-eu-west-1.amazonaws.com/profile-02dccde4-741b-4041-b4a7-678fc01a2f56.png,Speaker
358,Gatling,@slandelle,Stéphane Landelle,18856,https://devoxxian-image-thumbnails.s3-eu-west-1.amazonaws.com/profile-2849f766-3c69-408d-9d1a-91eb4fc218c5.jpg,Speaker
359,University Gustave Eiffel,,Remi Forax,17306,https://devoxxian-image-thumbnails.s3-eu-west-1.amazonaws.com/profile-7fa20ebb-cedc-454e-9f71-8bcfc68fce77.jpg,Speaker
360,JDriven,@timtebeek,Tim te Beek,14907,https://devoxxian-image-thumbnails.s3-eu-west-1.amazonaws.com/profile-e2d0a411-82fc-4b9d-9386-1f45495f942d.jpg,Speaker
361,Google,@yanaga,Edson Yanaga,57553,https://devoxxian-image-thumbnails.s3-eu-west-1.amazonaws.com/profile-219f3fc5-2925-4f32-a15d-7e5570c69b77.png,Speaker
362,Google,@glaforge,Guillaume Laforge,18899,https://devoxxian-image-thumbnails.s3-eu-west-1.amazonaws.com/profile-e472d895-c381-4d20-bd3a-ac41987596ef.jpg,Speaker
363,AtomicJar,@shelajev,Oleg Šelajev,8601,https://devoxxian-image-thumbnails.s3-eu-west-1.amazonaws.com/profile-033340f2-6ead-47c1-b2ab-88ea23e971bb.jpg,Speaker
364,SoftwareMill,@PaskSoftware,Bartłomiej Żyliński,1853,https://devoxxian-image-thumbnails.s3-eu-west-1.amazonaws.com/profile-88e555b7-d301-4361-bac4-3fb49f561392.jpg,Speaker
365,Red Hat,@ppalaga,Peter Palaga,14105,https://devoxxian-image-thumbnails.s3-eu-west-1.amazonaws.com/profile-913d465c-02de-4b1c-9768-2dbeb1129963.jpeg,Speaker
